workload start_d
CF	0.1209
BC	0.0731
PR-Delta	0.0649
BFSCC	0.082
BFS	0.0702
Radii	0.0625
Triangle	0.0625
Components	0.0625
Comp-SC	0.0625
PageRank	0.0633
BFS-BV	0.0625
BellmanFord	0.0625
MIS	0.0625
0.0	0.0
fotonik3d	0.4998
mcf	0.4247
gcc	0.0625
omnetpp	0.0655
bwaves	0.0625
roms	0.0625
cactuBSSN	0.0627
wrf	0.0618
pop2	0.0605
xalancbmk	0.0573
0.0	0.0
canneal	0.0628
fluida	0.0625
raytrace	0.0624
facesim	0.0599
streamc	0.0499
0.0	0.0
ALL	0.0939
